id,Rings
97996,10
97997,10
97998,11
97999,10
98000,10
98001,11
98002,7
98003,12
98004,5
98005,9
98006,11
98007,5
98008,9
98009,7
98010,12
98011,10
98012,14
98013,10
98014,12
98015,9
98016,7
98017,14
98018,10
98019,7
98020,5
98021,8
98022,10
98023,15
98024,8
98025,9
98026,8
98027,10
98028,12
98029,11
98030,9
98031,15
98032,8
98033,17
98034,9
98035,16
98036,14
98037,10
98038,8
98039,12
98040,10
98041,11
98042,13
98043,11
98044,10
98045,9
98046,8
98047,8
98048,9
98049,11
98050,9
98051,10
98052,10
98053,9
98054,7
98055,6
98056,14
98057,13
98058,5
98059,10
98060,5
98061,6
98062,8
98063,6
98064,9
98065,14
98066,10
98067,18
98068,8
98069,11
98070,9
98071,10
98072,8
98073,8
98074,10
98075,12
98076,10
98077,12
98078,7
98079,9
98080,12
98081,7
98082,7
98083,11
98084,11
98085,5
98086,12
98087,11
98088,5
98089,7
98090,12
98091,13
98092,7
98093,16
98094,7
98095,7
98096,14
98097,9
98098,11
98099,7
98100,9
98101,9
98102,9
98103,9
98104,13
98105,9
98106,9
98107,6
98108,7
98109,9
98110,9
98111,14
98112,10
98113,9
98114,12
98115,10
98116,11
98117,13
98118,11
98119,13
98120,11
98121,8
98122,12
98123,8
98124,14
98125,8
98126,10
98127,8
98128,8
98129,13
98130,16
98131,6
98132,10
98133,15
98134,11
98135,11
98136,10
98137,5
98138,7
98139,7
98140,12
98141,8
98142,7
98143,9
98144,9
98145,9
98146,8
98147,7
98148,13
98149,13
98150,10
98151,10
98152,17
98153,10
98154,11
98155,9
98156,10
98157,12
98158,12
98159,9
98160,14
98161,10
98162,7
98163,9
98164,10
98165,13
98166,8
98167,12
98168,16
98169,14
98170,10
98171,12
98172,14
98173,8
98174,17
98175,6
98176,10
98177,9
98178,11
98179,11
98180,10
98181,10
98182,9
98183,13
98184,12
98185,13
98186,11
98187,7
98188,16
98189,16
98190,9
98191,7
98192,8
98193,6
98194,12
98195,5
98196,16
98197,5
98198,8
98199,7
98200,9
98201,11
98202,9
98203,10
98204,7
98205,9
98206,11
98207,10
98208,11
98209,8
98210,7
98211,10
98212,9
98213,8
98214,8
98215,8
98216,9
98217,8
98218,16
98219,7
98220,8
98221,10
98222,10
98223,11
98224,10
98225,9
98226,6
98227,11
98228,10
98229,5
98230,8
98231,7
98232,4
98233,8
98234,11
98235,14
98236,7
98237,8
98238,14
98239,10
98240,11
98241,9
98242,7
98243,11
98244,9
98245,14
98246,18
98247,11
98248,9
98249,7
98250,8
98251,8
98252,9
98253,4
98254,11
98255,12
98256,11
98257,12
98258,13
98259,10
98260,8
98261,10
98262,8
98263,9
98264,8
98265,7
98266,14
98267,8
98268,10
98269,7
98270,8
98271,18
98272,12
98273,11
98274,9
98275,15
98276,9
98277,8
98278,15
98279,7
98280,8
98281,9
98282,6
98283,17
98284,10
98285,9
98286,10
98287,10
98288,10
98289,7
98290,8
98291,14
98292,7
98293,8
98294,9
98295,13
98296,10
98297,16
98298,10
98299,11
98300,12
98301,9
98302,16
98303,9
98304,9
98305,5
98306,9
98307,10
98308,6
98309,15
98310,6
98311,9
98312,5
98313,6
98314,7
98315,10
98316,12
98317,6
98318,11
98319,16
98320,7
98321,7
98322,11
98323,8
98324,10
98325,7
98326,7
98327,13
98328,9
98329,12
98330,10
98331,7
98332,10
98333,9
98334,9
98335,9
98336,10
98337,13
98338,7
98339,12
98340,7
98341,10
98342,14
98343,7
98344,10
98345,8
98346,11
98347,11
98348,9
98349,5
98350,9
98351,7
98352,10
98353,8
98354,8
98355,9
98356,10
98357,10
98358,9
98359,10
98360,9
98361,9
98362,8
98363,10
98364,8
98365,9
98366,11
98367,13
98368,10
98369,13
98370,11
98371,11
98372,10
98373,12
98374,7
98375,8
98376,9
98377,12
98378,10
98379,9
98380,5
98381,11
98382,7
98383,5
98384,10
98385,11
98386,16
98387,13
98388,9
98389,16
98390,5
98391,13
98392,6
98393,8
98394,11
98395,6
98396,7
98397,8
98398,6
98399,6
98400,10
98401,5
98402,7
98403,10
98404,11
98405,9
98406,15
98407,6
98408,9
98409,9
98410,10
98411,8
98412,13
98413,9
98414,14
98415,9
98416,11
98417,14
98418,8
98419,10
98420,10
98421,7
98422,10
98423,8
98424,7
98425,10
98426,14
98427,13
98428,12
98429,11
98430,11
98431,11
98432,7
98433,12
98434,9
98435,10
98436,9
98437,9
98438,8
98439,4
98440,8
98441,8
98442,14
98443,9
98444,11
98445,12
98446,9
98447,10
98448,11
98449,5
98450,12
98451,8
98452,6
98453,11
98454,9
98455,7
98456,8
98457,12
98458,8
98459,14
98460,13
98461,10
98462,9
98463,7
98464,13
98465,6
98466,11
98467,7
98468,9
98469,10
98470,9
98471,8
98472,6
98473,7
98474,6
98475,11
98476,12
98477,10
98478,8
98479,10
98480,9
98481,8
98482,8
98483,10
98484,12
98485,9
98486,11
98487,15
98488,9
98489,10
98490,12
98491,7
98492,11
98493,11
98494,5
98495,11
98496,10
98497,10
98498,9
98499,9
98500,8
98501,7
98502,9
98503,6
98504,15
98505,5
98506,7
98507,13
98508,15
98509,10
98510,9
98511,13
98512,11
98513,7
98514,8
98515,6
98516,8
98517,10
98518,7
98519,9
98520,8
98521,8
98522,9
98523,11
98524,9
98525,11
98526,10
98527,11
98528,8
98529,8
98530,11
98531,9
98532,9
98533,12
98534,10
98535,7
98536,8
98537,5
98538,10
98539,12
98540,9
98541,13
98542,11
98543,12
98544,12
98545,10
98546,12
98547,9
98548,13
98549,9
98550,9
98551,11
98552,7
98553,6
98554,11
98555,9
98556,13
98557,10
98558,14
98559,14
98560,6
98561,11
98562,9
98563,9
98564,10
98565,9
98566,12
98567,8
98568,14
98569,15
98570,10
98571,10
98572,9
98573,4
98574,14
98575,8
98576,9
98577,7
98578,8
98579,8
98580,9
98581,7
98582,9
98583,12
98584,15
98585,7
98586,14
98587,10
98588,11
98589,9
98590,8
98591,15
98592,6
98593,8
98594,4
98595,11
98596,12
98597,5
98598,12
98599,11
98600,10
98601,8
98602,13
98603,8
98604,10
98605,7
98606,8
98607,9
98608,7
98609,9
98610,12
98611,10
98612,9
98613,12
98614,11
98615,9
98616,11
98617,12
98618,11
98619,11
98620,9
98621,9
98622,7
98623,14
98624,11
98625,11
98626,11
98627,19
98628,16
98629,10
98630,9
98631,6
98632,10
98633,11
98634,8
98635,19
98636,12
98637,11
98638,10
98639,8
98640,10
98641,8
98642,11
98643,12
98644,10
98645,9
98646,6
98647,7
98648,11
98649,11
98650,5
98651,15
98652,11
98653,10
98654,11
98655,10
98656,12
98657,7
98658,11
98659,14
98660,12
98661,9
98662,16
98663,9
98664,5
98665,8
98666,7
98667,6
98668,9
98669,8
98670,13
98671,5
98672,12
98673,15
98674,7
98675,14
98676,11
98677,9
98678,10
98679,9
98680,6
98681,9
98682,9
98683,7
98684,9
98685,11
98686,11
98687,11
98688,10
98689,7
98690,9
98691,10
98692,7
98693,10
98694,14
98695,7
98696,9
98697,10
98698,10
98699,9
98700,8
98701,10
98702,8
98703,12
98704,7
98705,10
98706,7
98707,9
98708,11
98709,9
98710,9
98711,9
98712,12
98713,9
98714,10
98715,11
98716,12
98717,10
98718,9
98719,6
98720,8
98721,10
98722,9
98723,12
98724,9
98725,7
98726,7
98727,9
98728,11
98729,9
98730,10
98731,11
98732,9
98733,10
98734,7
98735,8
98736,12
98737,9
98738,9
98739,10
98740,7
98741,10
98742,14
98743,10
98744,8
98745,4
98746,10
98747,15
98748,11
98749,7
98750,14
98751,11
98752,9
98753,9
98754,7
98755,7
98756,15
98757,10
98758,14
98759,9
98760,6
98761,10
98762,4
98763,7
98764,10
98765,8
98766,10
98767,16
98768,6
98769,13
98770,11
98771,10
98772,6
98773,6
98774,12
98775,8
98776,11
98777,12
98778,8
98779,9
98780,9
98781,17
98782,9
98783,11
98784,17
98785,7
98786,14
98787,7
98788,7
98789,9
98790,11
98791,10
98792,11
98793,6
98794,8
98795,9
98796,13
98797,12
98798,11
98799,9
98800,9
98801,6
98802,13
98803,7
98804,8
98805,7
98806,7
98807,9
98808,11
98809,7
98810,11
98811,16
98812,6
98813,9
98814,11
98815,9
98816,14
98817,9
98818,14
98819,10
98820,8
98821,9
98822,10
98823,10
98824,11
98825,10
98826,7
98827,12
98828,11
98829,8
98830,10
98831,12
98832,7
98833,6
98834,11
98835,9
98836,7
98837,9
98838,10
98839,8
98840,9
98841,7
98842,12
98843,9
98844,13
98845,7
98846,10
98847,14
98848,13
98849,10
98850,14
98851,9
98852,9
98853,10
98854,12
98855,10
98856,10
98857,10
98858,11
98859,10
98860,5
98861,9
98862,11
98863,11
98864,15
98865,15
98866,8
98867,14
98868,12
98869,11
98870,12
98871,8
98872,12
98873,9
98874,5
98875,10
98876,10
98877,10
98878,4
98879,9
98880,9
98881,10
98882,8
98883,12
98884,7
98885,7
98886,10
98887,7
98888,11
98889,9
98890,10
98891,11
98892,9
98893,7
98894,9
98895,12
98896,6
98897,8
98898,11
98899,11
98900,10
98901,5
98902,10
98903,13
98904,10
98905,7
98906,11
98907,14
98908,8
98909,15
98910,10
98911,10
98912,7
98913,11
98914,9
98915,8
98916,10
98917,14
98918,13
98919,15
98920,9
98921,10
98922,9
98923,7
98924,6
98925,8
98926,14
98927,12
98928,9
98929,10
98930,7
98931,9
98932,9
98933,12
98934,12
98935,10
98936,10
98937,11
98938,9
98939,12
98940,5
98941,11
98942,11
98943,15
98944,9
98945,9
98946,11
98947,10
98948,15
98949,10
98950,10
98951,15
98952,8
98953,8
98954,7
98955,12
98956,8
98957,5
98958,11
98959,10
98960,13
98961,17
98962,9
98963,9
98964,8
98965,10
98966,9
98967,7
98968,9
98969,7
98970,8
98971,8
98972,10
98973,8
98974,7
98975,5
98976,10
98977,9
98978,8
98979,11
98980,12
98981,5
98982,16
98983,15
98984,12
98985,10
98986,7
98987,6
98988,11
98989,10
98990,9
98991,7
98992,8
98993,13
98994,15
98995,7
98996,5
98997,11
98998,10
98999,11
99000,7
99001,9
99002,8
99003,9
99004,12
99005,7
99006,9
99007,8
99008,11
99009,7
99010,10
99011,9
99012,7
99013,9
99014,7
99015,11
99016,9
99017,12
99018,8
99019,8
99020,8
99021,9
99022,8
99023,6
99024,10
99025,9
99026,11
99027,8
99028,12
99029,7
99030,7
99031,9
99032,16
99033,11
99034,8
99035,8
99036,8
99037,10
99038,5
99039,5
99040,9
99041,6
99042,9
99043,8
99044,14
99045,9
99046,14
99047,7
99048,11
99049,7
99050,10
99051,9
99052,14
99053,7
99054,9
99055,10
99056,10
99057,10
99058,14
99059,9
99060,13
99061,9
99062,7
99063,12
99064,8
99065,9
99066,14
99067,9
99068,12
99069,14
99070,12
99071,9
99072,11
99073,6
99074,7
99075,8
99076,11
99077,10
99078,8
99079,9
99080,8
99081,9
99082,11
99083,6
99084,6
99085,8
99086,12
99087,7
99088,11
99089,10
99090,8
99091,9
99092,10
99093,10
99094,8
99095,7
99096,9
99097,11
99098,9
99099,15
99100,9
99101,13
99102,13
99103,14
99104,4
99105,11
99106,8
99107,14
99108,13
99109,11
99110,10
99111,8
99112,9
99113,15
99114,13
99115,14
99116,9
99117,6
99118,11
99119,12
99120,11
99121,11
99122,7
99123,9
99124,11
99125,11
99126,16
99127,10
99128,10
99129,7
99130,7
99131,5
99132,10
99133,11
99134,11
99135,9
99136,7
99137,11
99138,12
99139,6
99140,13
99141,12
99142,13
99143,9
99144,13
99145,9
99146,10
99147,10
99148,13
99149,8
99150,5
99151,11
99152,10
99153,9
99154,16
99155,17
99156,8
99157,11
99158,10
99159,7
99160,8
99161,14
99162,11
99163,11
99164,10
99165,6
99166,7
99167,9
99168,9
99169,7
99170,14
99171,9
99172,10
99173,14
99174,5
99175,9
99176,7
99177,6
99178,14
99179,10
99180,11
99181,6
99182,10
99183,12
99184,4
99185,9
99186,16
99187,14
99188,10
99189,5
99190,8
99191,12
99192,5
99193,9
99194,10
99195,7
99196,7
99197,10
99198,9
99199,9
99200,15
99201,9
99202,9
99203,11
99204,10
99205,13
99206,11
99207,9
99208,12
99209,14
99210,11
99211,16
99212,11
99213,4
99214,7
99215,14
99216,8
99217,8
99218,6
99219,11
99220,4
99221,14
99222,12
99223,8
99224,9
99225,10
99226,11
99227,7
99228,9
99229,8
99230,12
99231,8
99232,14
99233,7
99234,9
99235,11
99236,11
99237,10
99238,10
99239,11
99240,10
99241,9
99242,9
99243,7
99244,11
99245,8
99246,9
99247,7
99248,11
99249,8
99250,10
99251,14
99252,13
99253,14
99254,11
99255,8
99256,6
99257,6
99258,15
99259,5
99260,7
99261,11
99262,9
99263,10
99264,9
99265,12
99266,12
99267,5
99268,4
99269,9
99270,8
99271,6
99272,4
99273,5
99274,8
99275,12
99276,8
99277,10
99278,11
99279,9
99280,13
99281,9
99282,11
99283,9
99284,9
99285,5
99286,10
99287,9
99288,11
99289,14
99290,8
99291,12
99292,12
99293,11
99294,10
99295,9
99296,9
99297,9
99298,8
99299,10
99300,8
99301,6
99302,9
99303,10
99304,16
99305,10
99306,8
99307,9
99308,8
99309,15
99310,6
99311,7
99312,9
99313,10
99314,11
99315,7
99316,8
99317,4
99318,13
99319,12
99320,10
99321,10
99322,6
99323,13
99324,10
99325,8
99326,10
99327,9
99328,11
99329,9
99330,11
99331,9
99332,6
99333,7
99334,8
99335,15
99336,9
99337,15
99338,8
99339,10
99340,11
99341,14
99342,9
99343,10
99344,10
99345,14
99346,12
99347,10
99348,11
99349,8
99350,11
99351,11
99352,8
99353,6
99354,11
99355,8
99356,15
99357,9
99358,7
99359,9
99360,11
99361,10
99362,8
99363,7
99364,10
99365,9
99366,8
99367,10
99368,10
99369,9
99370,17
99371,10
99372,7
99373,6
99374,11
99375,8
99376,8
99377,6
99378,6
99379,14
99380,10
99381,9
99382,9
99383,9
99384,10
99385,7
99386,10
99387,6
99388,16
99389,8
99390,8
99391,10
99392,7
99393,11
99394,9
99395,7
99396,14
99397,9
99398,9
99399,10
99400,9
99401,7
99402,8
99403,9
99404,6
99405,10
99406,7
99407,9
99408,9
99409,13
99410,8
99411,7
99412,9
99413,11
99414,15
99415,8
99416,9
99417,14
99418,8
99419,10
99420,7
99421,12
99422,10
99423,10
99424,10
99425,7
99426,16
99427,10
99428,11
99429,7
99430,7
99431,8
99432,9
99433,9
99434,12
99435,11
99436,14
99437,8
99438,14
99439,10
99440,8
99441,9
99442,12
99443,9
99444,9
99445,11
99446,10
99447,7
99448,10
99449,10
99450,8
99451,8
99452,12
99453,11
99454,10
99455,12
99456,8
99457,9
99458,10
99459,7
99460,11
99461,7
99462,17
99463,9
99464,10
99465,9
99466,11
99467,10
99468,9
99469,9
99470,12
99471,13
99472,10
99473,13
99474,11
99475,11
99476,10
99477,9
99478,9
99479,12
99480,11
99481,6
99482,14
99483,15
99484,11
99485,10
99486,11
99487,12
99488,8
99489,8
99490,16
99491,8
99492,9
99493,8
99494,6
99495,5
99496,5
99497,7
99498,11
99499,10
99500,14
99501,7
99502,10
99503,12
99504,9
99505,13
99506,9
99507,10
99508,9
99509,12
99510,10
99511,8
99512,10
99513,8
99514,10
99515,12
99516,9
99517,8
99518,5
99519,12
99520,10
99521,10
99522,9
99523,12
99524,15
99525,9
99526,15
99527,9
99528,9
99529,5
99530,9
99531,16
99532,9
99533,6
99534,8
99535,7
99536,9
99537,11
99538,8
99539,18
99540,9
99541,7
99542,11
99543,9
99544,8
99545,13
99546,10
99547,9
99548,11
99549,15
99550,12
99551,10
99552,4
99553,8
99554,7
99555,10
99556,9
99557,8
99558,11
99559,9
99560,4
99561,9
99562,7
99563,12
99564,7
99565,6
99566,10
99567,10
99568,8
99569,9
99570,14
99571,9
99572,11
99573,13
99574,11
99575,11
99576,11
99577,5
99578,10
99579,9
99580,10
99581,8
99582,8
99583,6
99584,8
99585,7
99586,9
99587,14
99588,12
99589,9
99590,10
99591,4
99592,6
99593,16
99594,10
99595,7
99596,15
99597,6
99598,11
99599,11
99600,7
99601,7
99602,11
99603,10
99604,10
99605,11
99606,13
99607,8
99608,8
99609,9
99610,13
99611,14
99612,9
99613,8
99614,10
99615,12
99616,13
99617,9
99618,8
99619,10
99620,6
99621,15
99622,16
99623,10
99624,11
99625,7
99626,5
99627,9
99628,10
99629,10
99630,9
99631,8
99632,13
99633,8
99634,7
99635,12
99636,8
99637,8
99638,11
99639,10
99640,10
99641,7
99642,9
99643,12
99644,10
99645,6
99646,7
99647,7
99648,10
99649,10
99650,16
99651,8
99652,11
99653,17
99654,13
99655,10
99656,10
99657,12
99658,8
99659,14
99660,11
99661,13
99662,11
99663,5
99664,7
99665,7
99666,13
99667,9
99668,6
99669,15
99670,16
99671,8
99672,14
99673,6
99674,13
99675,10
99676,8
99677,9
99678,11
99679,9
99680,8
99681,11
99682,13
99683,8
99684,7
99685,10
99686,14
99687,9
99688,7
99689,10
99690,11
99691,10
99692,8
99693,12
99694,13
99695,6
99696,10
99697,10
99698,11
99699,9
99700,11
99701,9
99702,19
99703,9
99704,6
99705,5
99706,10
99707,10
99708,11
99709,13
99710,11
99711,10
99712,9
99713,5
99714,7
99715,13
99716,9
99717,7
99718,9
99719,12
99720,9
99721,11
99722,7
99723,13
99724,13
99725,9
99726,12
99727,9
99728,7
99729,10
99730,7
99731,8
99732,6
99733,10
99734,6
99735,12
99736,4
99737,8
99738,10
99739,10
99740,13
99741,10
99742,8
99743,13
99744,11
99745,7
99746,10
99747,9
99748,8
99749,10
99750,10
99751,8
99752,10
99753,9
99754,9
99755,8
99756,6
99757,14
99758,6
99759,9
99760,12
99761,11
99762,8
99763,10
99764,15
99765,7
99766,5
99767,5
99768,7
99769,9
99770,13
99771,11
99772,8
99773,9
99774,12
99775,14
99776,8
99777,8
99778,16
99779,12
99780,14
99781,7
99782,11
99783,7
99784,15
99785,11
99786,13
99787,7
99788,7
99789,9
99790,13
99791,8
99792,9
99793,12
99794,7
99795,11
99796,8
99797,14
99798,10
99799,8
99800,10
99801,9
99802,12
99803,9
99804,10
99805,11
99806,9
99807,9
99808,9
99809,8
99810,7
99811,10
99812,18
99813,12
99814,8
99815,9
99816,10
99817,8
99818,9
99819,12
99820,11
99821,9
99822,17
99823,10
99824,8
99825,10
99826,7
99827,9
99828,9
99829,7
99830,6
99831,10
99832,10
99833,9
99834,12
99835,7
99836,9
99837,8
99838,10
99839,11
99840,10
99841,9
99842,16
99843,9
99844,7
99845,7
99846,9
99847,11
99848,8
99849,11
99850,5
99851,12
99852,13
99853,8
99854,9
99855,9
99856,8
99857,10
99858,9
99859,9
99860,7
99861,13
99862,10
99863,5
99864,11
99865,9
99866,9
99867,8
99868,6
99869,8
99870,8
99871,9
99872,17
99873,13
99874,9
99875,8
99876,11
99877,8
99878,5
99879,9
99880,7
99881,6
99882,9
99883,6
99884,12
99885,11
99886,8
99887,11
99888,16
99889,11
99890,18
99891,10
99892,7
99893,6
99894,7
99895,13
99896,5
99897,9
99898,5
99899,6
99900,11
99901,13
99902,11
99903,6
99904,11
99905,9
99906,14
99907,7
99908,7
99909,9
99910,14
99911,7
99912,10
99913,10
99914,6
99915,10
99916,9
99917,12
99918,12
99919,5
99920,9
99921,14
99922,13
99923,11
99924,9
99925,9
99926,9
99927,6
99928,4
99929,5
99930,7
99931,13
99932,5
99933,8
99934,9
99935,10
99936,14
99937,10
99938,12
99939,11
99940,12
99941,11
99942,13
99943,10
99944,10
99945,9
99946,10
99947,10
99948,11
99949,9
99950,7
99951,10
99952,8
99953,7
99954,10
99955,6
99956,6
99957,14
99958,6
99959,9
99960,9
99961,9
99962,8
99963,10
99964,4
99965,10
99966,15
99967,10
99968,5
99969,8
99970,10
99971,7
99972,12
99973,11
99974,8
99975,11
99976,8
99977,13
99978,9
99979,13
99980,11
99981,9
99982,10
99983,8
99984,8
99985,9
99986,10
99987,7
99988,9
99989,9
99990,8
99991,7
99992,11
99993,10
99994,15
99995,7
99996,9
99997,4
99998,14
99999,9
100000,11
100001,11
100002,4
100003,16
100004,15
100005,10
100006,12
100007,14
100008,11
100009,7
100010,9
100011,12
100012,13
100013,10
100014,6
100015,14
100016,11
100017,12
100018,10
100019,11
100020,11
100021,8
100022,8
100023,12
100024,11
100025,12
100026,5
100027,7
100028,16
100029,9
100030,9
100031,14
100032,8
100033,4
100034,8
100035,9
100036,10
100037,11
100038,10
100039,9
100040,11
100041,9
100042,7
100043,11
100044,9
100045,6
100046,6
100047,8
100048,7
100049,9
100050,9
100051,9
100052,14
100053,9
100054,10
100055,15
100056,11
100057,10
100058,8
100059,7
100060,11
100061,7
100062,11
100063,4
100064,9
100065,9
100066,7
100067,5
100068,7
100069,9
100070,10
100071,10
100072,9
100073,7
100074,8
100075,9
100076,13
100077,7
100078,8
100079,10
100080,8
100081,10
100082,9
100083,12
100084,9
100085,13
100086,12
100087,13
100088,12
100089,10
100090,10
100091,13
100092,10
100093,6
100094,9
100095,7
100096,11
100097,11
100098,10
100099,10
100100,9
100101,14
100102,11
100103,16
100104,15
100105,10
100106,6
100107,9
100108,9
100109,11
100110,9
100111,7
100112,9
100113,7
100114,7
100115,11
100116,15
100117,9
100118,10
100119,5
100120,6
100121,13
100122,8
100123,7
100124,7
100125,9
100126,11
100127,8
100128,15
100129,9
100130,7
100131,11
100132,8
100133,12
100134,9
100135,10
100136,9
100137,12
100138,13
100139,12
100140,12
100141,11
100142,16
100143,11
100144,5
100145,9
100146,6
100147,7
100148,11
100149,9
100150,11
100151,11
100152,9
100153,9
100154,11
100155,12
100156,6
100157,9
100158,14
100159,9
100160,10
100161,9
100162,11
100163,12
100164,9
100165,5
100166,9
100167,7
100168,8
100169,11
100170,10
100171,12
100172,9
100173,11
100174,11
100175,7
100176,14
100177,12
100178,10
100179,13
100180,15
100181,11
100182,8
100183,10
100184,9
100185,11
100186,7
100187,11
100188,11
100189,12
100190,7
100191,8
100192,13
100193,7
100194,5
100195,8
100196,12
100197,8
100198,8
100199,16
100200,7
100201,11
100202,10
100203,14
100204,7
100205,9
100206,6
100207,13
100208,11
100209,11
100210,12
100211,10
100212,9
100213,7
100214,10
100215,10
100216,9
100217,10
100218,7
100219,8
100220,10
100221,6
100222,9
100223,8
100224,10
100225,9
100226,9
100227,18
100228,9
100229,13
100230,10
100231,6
100232,6
100233,10
100234,9
100235,11
100236,4
100237,8
100238,14
100239,6
100240,9
100241,11
100242,8
100243,10
100244,7
100245,9
100246,7
100247,9
100248,6
100249,12
100250,7
100251,11
100252,15
100253,10
100254,13
100255,17
100256,7
100257,16
100258,10
100259,7
100260,11
100261,10
100262,9
100263,10
100264,10
100265,9
100266,12
100267,12
100268,12
100269,14
100270,11
100271,10
100272,6
100273,8
100274,14
100275,10
100276,9
100277,7
100278,8
100279,10
100280,7
100281,6
100282,14
100283,10
100284,7
100285,10
100286,13
100287,8
100288,8
100289,7
100290,12
100291,9
100292,13
100293,9
100294,8
100295,11
100296,8
100297,7
100298,8
100299,11
100300,9
100301,9
100302,9
100303,12
100304,12
100305,16
100306,9
100307,7
100308,8
100309,9
100310,8
100311,11
100312,11
100313,10
100314,10
100315,14
100316,7
100317,10
100318,13
100319,5
100320,9
100321,8
100322,9
100323,10
100324,7
100325,9
100326,10
100327,9
100328,14
100329,9
100330,9
100331,16
100332,16
100333,10
100334,9
100335,13
100336,10
100337,12
100338,6
100339,7
100340,6
100341,9
100342,7
100343,6
100344,10
100345,7
100346,13
100347,6
100348,10
100349,11
100350,9
100351,10
100352,11
100353,14
100354,6
100355,9
100356,7
100357,7
100358,10
100359,7
100360,10
100361,9
100362,7
100363,15
100364,10
100365,9
100366,8
100367,12
100368,11
100369,9
100370,13
100371,9
100372,14
100373,11
100374,8
100375,12
100376,10
100377,9
100378,11
100379,12
100380,9
100381,9
100382,11
100383,12
100384,14
100385,10
100386,10
100387,11
100388,8
100389,10
100390,13
100391,15
100392,9
100393,10
100394,11
100395,6
100396,15
100397,8
100398,4
100399,12
100400,10
100401,11
100402,8
100403,15
100404,14
100405,7
100406,6
100407,10
100408,10
100409,11
100410,9
100411,6
100412,12
100413,11
100414,5
100415,9
100416,9
100417,14
100418,11
100419,11
100420,14
100421,10
100422,8
100423,11
100424,9
100425,11
100426,11
100427,6
100428,9
100429,5
100430,10
100431,9
100432,13
100433,10
100434,9
100435,7
100436,9
100437,16
100438,11
100439,10
100440,9
100441,7
100442,7
100443,9
100444,12
100445,19
100446,7
100447,15
100448,13
100449,7
100450,9
100451,5
100452,10
100453,9
100454,7
100455,11
100456,15
100457,9
100458,11
100459,7
100460,11
100461,10
100462,19
100463,9
100464,12
100465,11
100466,5
100467,8
100468,7
100469,11
100470,8
100471,10
100472,9
100473,11
100474,14
100475,16
100476,13
100477,9
100478,10
100479,9
100480,9
100481,11
100482,10
100483,12
100484,9
100485,16
100486,7
100487,9
100488,4
100489,11
100490,8
100491,6
100492,9
100493,12
100494,12
100495,13
100496,12
100497,15
100498,9
100499,9
100500,16
100501,11
100502,9
100503,11
100504,8
100505,16
100506,10
100507,10
100508,10
100509,11
100510,11
100511,7
100512,9
100513,5
100514,10
100515,11
100516,13
100517,14
100518,11
100519,9
100520,5
100521,7
100522,11
100523,12
100524,14
100525,14
100526,7
100527,10
100528,10
100529,11
100530,8
100531,9
100532,13
100533,7
100534,9
100535,9
100536,12
100537,7
100538,13
100539,9
100540,10
100541,9
100542,11
100543,17
100544,6
100545,10
100546,13
100547,7
100548,11
100549,8
100550,10
100551,11
100552,10
100553,5
100554,7
100555,7
100556,8
100557,11
100558,11
100559,6
100560,8
100561,8
100562,7
100563,12
100564,7
100565,13
100566,10
100567,14
100568,8
100569,8
100570,6
100571,8
100572,9
100573,8
100574,14
100575,10
100576,8
100577,10
100578,11
100579,11
100580,8
100581,9
100582,11
100583,11
100584,11
100585,13
100586,9
100587,9
100588,12
100589,9
100590,8
100591,11
100592,14
100593,13
100594,11
100595,15
100596,13
100597,6
100598,14
100599,9
100600,9
100601,9
100602,14
100603,8
100604,9
100605,9
100606,11
100607,12
100608,14
100609,7
100610,5
100611,10
100612,11
100613,8
100614,13
100615,9
100616,11
100617,11
100618,15
100619,11
100620,13
100621,8
100622,17
100623,10
100624,9
100625,10
100626,9
100627,12
100628,8
100629,9
100630,5
100631,5
100632,11
100633,11
100634,8
100635,12
100636,6
100637,13
100638,10
100639,8
100640,13
100641,11
100642,11
100643,12
100644,7
100645,11
100646,11
100647,6
100648,11
100649,7
100650,9
100651,6
100652,10
100653,10
100654,5
100655,10
100656,8
100657,8
100658,9
100659,7
100660,4
100661,17
100662,9
100663,11
100664,11
100665,13
100666,10
100667,10
100668,15
100669,10
100670,9
100671,8
100672,6
100673,12
100674,18
100675,14
100676,5
100677,10
100678,12
100679,12
100680,10
100681,14
100682,7
100683,11
100684,6
100685,9
100686,9
100687,11
100688,8
100689,8
100690,9
100691,8
100692,5
100693,10
100694,8
100695,12
100696,10
100697,7
100698,11
100699,6
100700,9
100701,9
100702,10
100703,6
100704,10
100705,11
100706,4
100707,9
100708,11
100709,7
100710,8
100711,9
100712,10
100713,10
100714,12
100715,16
100716,16
100717,5
100718,8
100719,8
100720,6
100721,11
100722,11
100723,6
100724,7
100725,10
100726,11
100727,8
100728,10
100729,9
100730,7
100731,15
100732,11
100733,9
100734,9
100735,9
100736,7
100737,8
100738,14
100739,9
100740,11
100741,17
100742,12
100743,11
100744,9
100745,7
100746,9
100747,6
100748,11
100749,8
100750,14
100751,7
100752,10
100753,9
100754,8
100755,11
100756,7
100757,11
100758,12
100759,15
100760,10
100761,6
100762,10
100763,8
100764,15
100765,10
100766,8
100767,7
100768,11
100769,10
100770,12
100771,10
100772,7
100773,11
100774,10
100775,13
100776,10
100777,9
100778,10
100779,9
100780,7
100781,18
100782,8
100783,7
100784,11
100785,15
100786,6
100787,10
100788,11
100789,9
100790,7
100791,7
100792,6
100793,9
